x,y
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
2.094747304916382,-0.974368691444397
